mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event	Great_Ape_mean_branch_length_nuc	Ape_mean_branch_length_nuc	Primates_mean_branch_length_nuc	Rodents_mean_branch_length_nuc	Euarchontoglires_mean_branch_length_nuc	Laurasiatheria_mean_branch_length_nuc	Great_Ape_media_branch_length_nuc	Ape_median_branch_length_nuc	Primates_median_branch_length_nuc	Rodents_median_branch_length_nuc	Euarchontoglires_median_branch_length_nuc	Laurasiatheria_median_branch_length_nuc
DDX42	0.0121588174786096	0.0051161409	0.00821658809358289	0.0036397391	0.0174825174825175	0.0048951048951049	0.0013986013986014	0.00140712945590994	0.00329566854990584	0.0009690331	0.0003537616	0.0019953053	0.0280061971	0.0244303224	2805	2860	2860	2155	2132	2124	17	0.0101398601398601	0	0	0.00184742524285714	0.00207798894444444	0.00629100998	0.0219802601041667	0.01242636520375	0.0102571335578947	0.0007247362	0.0007695534	0.0013382752	0.0151850319	0.0056506344	0.0044820232
DDX47	0.0218735098617486	0.0073505036	0.0366371114338798	0.0057571948	0.0333863275039746	0.0103338632750397	0.00158982511923688	0.00868878357030016	0.00348128807658834	2.4443e-06	0.0014829096	0.0022204342	0.0336817742	0.0222485611	1365	1258	1258	1258	1266	1149	12	0.0182829888712242	0	0	0.00199925504285714	0.00270971546666667	0.007187560885	0.0965268920583333	0.03413939993625	0.0156287668930556	0.001468756	0.0014697892	0.0022309336	0.0258281467	0.0078288617	0.0061805416
DDX50	0.0138850861582888	0.0039389343	0.014518409826738	0.0035623087	0.0181731229076997	0.00430416068866571	0.00191296030607365	0.00380641653072322	0.00324149108589951	0.0004520196	2.3242e-06	0.0010877043	0.0116057358	0.0116022856	2211	2091	2091	1938	1839	1851	10	0.0109995217599235	0	0	0.000607634157142857	0.00107887688888889	0.0039383577825	0.0204063988909091	0.0105006693576923	0.00710024194868421	0.0004524651	0.0004532572	0.0011937658	0.0153471673	0.0042929362	0.0036544499
DDX52	0.0159777193619048	0.0059331911	0.0172980669592593	0.0070422809	0.0331460674157303	0.00898876404494382	0.00449438202247191	0.011501210653753	0.00456100342075257	0.0016866476	2.7088e-06	0.0017936512	0.0363982651	0.0160508743	1797	1780	1780	1775	1652	1754	17	0.0179775280898876	0	0	0.00202229481428571	0.00232063138888889	0.0078346716725	0.02834832155	0.01623737452875	0.0103907077355263	0.0016734029	0.0018218458	0.0022782804	0.020139664	0.0068616642	0.0049193239
DDX55	0.0249215137480663	0.0096154316	0.0217448501712707	0.0098015401	0.0273074822501365	0.00928454396504642	0.00436919716002185	0.00892857142857143	0.0114649681528662	0.0005336518	0.0005799234	0.0033219096	0.0361504309	0.0445925782	1800	1831	1831	1843	1568	1570	12	0.0158383397050792	0	0	0.00250584092857143	0.00249771571111111	0.0085802329275	0.0449835402363636	0.0243678238384615	0.0226701786057143	0.0005569135	0.00167073	0.0031437426	0.0318979657	0.0111774389	0.0095811988
DDX59	0.0309476836085562	0.0118525754	0.0332581006245989	0.0142775894	0.030751708428246	0.00797266514806378	0.00455580865603645	0.0116618075801749	0.00753904146472806	0.0041546599	0.0016986911	0.0034237891	0.0336562137	0.0581628434	1839	1756	1756	1607	1715	1857	1	0.0165148063781321	0	0	0.00344434901428571	0.00363216533333333	0.009499064665	0.047458486375	0.026874523	0.0350836245189189	0.0032802368	0.0032834753	0.0035009806	0.0357627024	0.0103814204	0.0094776616
DDX6	0.00498398037165775	0.0014617314	0.00074896777540107	0	0.00793650793650794	0.00317460317460317	0.000793650793650794	0.00317712470214456	0.00079428117553614	0	0	2.4145e-06	0.0264860704	0.0052462775	1449	1260	1260	1259	1259	1259	11	0.00555555555555556	0	0	0.000396197071428571	0.000462362533333333	0.0013212571	0.0120568055791667	0.0053678313125	0.00310284482432432	2.0111e-06	2.0111e-06	0.0006924898	0.0080045817	0.0021811119	0.0007827168
DECR1	0.0240604805502793	0.0091355418	0.0343493439569832	0.0180003494	0.0229007633587786	0.0104961832061069	0.00477099236641221	0.012514220705347	0.0158730158730159	0.002110822	0.001023048	0.0032866873	0.0352125177	0.0571568807	981	1048	1048	958	879	945	8	0.0114503816793893	0	0	0.00236826378571429	0.00311346222222222	0.00831574079736842	0.0373395708041667	0.0208369837641026	0.0210666622529412	0.001021184	0.0020488633	0.0030736983	0.0294189448	0.0093129766	0.0082744655
DEF6	0.0173961340385027	0.0067022865	0.0143541216475936	0.0070148927	0.0210403272939801	0.00350672121566335	0.000584453535943892	0.00761421319796954	0.00697969543147208	0.00278443	2.0023e-06	0.0011169908	0.0378166056	0.0465034468	1893	1711	1711	1711	1576	1576	6	0.0105201636469901	0	0	0.0020495979	0.00223383912222222	0.006967758495	0.0326113416583333	0.01728758212625	0.0133139467552632	0.0010555054	0.0010586967	0.0020829417	0.0257324709	0.0060167278	0.0055899418
DENND1A	0.0226479557094972	0.0093062376	0.0190800439290503	0.0079228266	0.0314329738058552	0.00523882896764253	0.00277349768875193	0.00395061728395062	0.00985915492957747	0.0030882245	0.0003495465	0.004395979	0.0196954782	0.0485773214	3042	3245	3245	3291	2025	2130	9	0.0191063174114022	0	0	0.00436449041428571	0.00426484271111111	0.011373695915	0.0348547695666667	0.02221429210125	0.0196134677382353	0.0019616424	0.0029861991	0.0041918706	0.0263400647	0.0105270328	0.0070617549
DENND2A	0.0312301519834225	0.0094000139	0.0338665663165775	0.0110039556	0.0298887122416534	0.0108108108108108	0.00476947535771065	0.0146737433655948	0.0115830115830116	0.0023340019	0.0013173091	0.0026769404	0.0349090209	0.0442103444	3015	3145	3145	3143	3203	3367	7	0.0152623211446741	0.000317965023847377	1	0.0035831177	0.00423097275555556	0.010329693685	0.0497255795416667	0.027630918525	0.0200238638378378	0.0022699215	0.0023328006	0.002713497	0.0340691963	0.0119535039	0.0067155245
DENND2C	0.0185564067385027	0.0064604736	0.0200318698759358	0.0087932164	0.0280842527582748	0.00969575392845202	0.00167168171180207	0.0089041095890411	0.00605042016806723	0.0018393708	0.0018351338	0.003732708	0.048623393	0.0378223681	2784	2991	2991	2959	2920	2975	1	0.0160481444332999	0	0	0.00275796087142857	0.00285815015555556	0.0079096338425	0.0418049503454545	0.019333788525641	0.0146679951921053	0.0017996437	0.0018000488	0.0034797685	0.0303128514	0.0072791892	0.0059346063
DENND2D	0.0196028229566845	0.0068388605	0.0229773082818182	0.0097822391	0.0294117647058824	0.00452488687782805	0.00301659125188537	0.00760456273764259	0.004739336492891	0.0007451336	0.0007458191	0.0022432223	0.0229355475	0.0266375962	1350	1326	1326	1537	1315	1266	1	0.0188536953242836	0	0	0.00191653012857143	0.00302087421111111	0.00819219205	0.0318488575166667	0.0171389672475	0.0165069681513158	0.0007431653	0.0011070802	0.0019249516	0.0219495265	0.0064313004	0.0055195096
DENND4A	0.0179750785469274	0.0062079289	0.0148372808050279	0.00575952	0.0156276833247467	0.00480851794607591	0.0013738622703074	0.00491445212959592	0.00514002126905353	0.0009174541	0.0003666595	0.0012087812	0.0315638762	0.0218965279	5721	5823	5823	5609	5494	5642	15	0.00910183754078654	0	0	0.00087602196	0.00178062188571429	0.00479519088055556	0.0255627731375	0.0139724320263158	0.0158780220085714	0.0005276173	0.0008752679	0.0014230511	0.0167861233	0.0066633643	0.005796772
DENND4B	0.0246024280481081	0.0094622139	0.0125452519237838	0.0046462541	0.0196884465599308	0.00475984422327997	0.00151449588922544	0.0052463503649635	0.00779458963778083	0.0017244119	0.0002865058	0.0035948867	0.0376704074	0.0823333466	4431	4622	4622	4368	4384	4362	1	0.0123323236694072	0.000216356555603635	1	0.00239931197142857	0.00318275511111111	0.0077309728175	0.0363985011916667	0.01933316761875	0.0198106805405405	0.0012320412	0.0013567601	0.0025152237	0.0296337397	0.0073138838	0.0075349445
DENND5A	0.0152985290163522	0.005195593	0.0046663804918239	0.0023046149	0.0185987261146497	0.00789808917197452	0.00280254777070064	0.00476057126855223	0.00588070568468216	0.0017101073	0.0008369501	0.0019317741	0.0208913987	0.0188954644	3573	3925	3925	3631	3571	3571	11	0.0127388535031847	0	0	0.00184674494285714	0.00213269027777778	0.0053188141725	0.03003988336875	0.0129888019388889	0.0130057049240741	0.0008654816	0.0015553221	0.0014306268	0.0225676127	0.0055050124	0.003752402
DENND5B	0.0202996075765363	0.0062651674	0.013404480626257	0.0028974258	0.0194874532835024	0.00320341697810998	0.00186865990389749	0.00446927374301676	0.00371155885471898	0.0005709767	0.000287502	0.0030382412	0.022453151	0.0241533946	3588	3746	3746	3830	3580	3772	12	0.0104111051788574	0	0	0.00146401397142857	0.00167686858888889	0.00594621967	0.0367958848954545	0.0184713192435897	0.0254231855611111	0.0005550419	0.0005552845	0.0017015404	0.0233402575	0.0058863897	0.0062017611
DENND6A	0.0120157578562842	0.0039243575	0.00522389520710383	0.002144827	0.0203850509626274	0.00113250283125708	0	0.00395256916996047	0.00485142510612492	2.2259e-06	0.0006441847	NA	0.0425379665	0.0181519579	1590	1766	1766	1795	1771	1649	3	0.00962627406568516	0.000566251415628539	1	0.00155606634	0.00180126492857143	0.00456343889210526	0.02399457855	0.0116621715065789	0.00800126789594595	0.0006323209	0.0012597039	0.0012747126	0.0151756394	0.0041346506	0.0020483363
DEPDC1B	0.0205907563414365	0.0069309431	0.0146029152237569	0.0050872505	0.0245310245310245	0.0122655122655123	0.00144300144300144	0.0101449275362319	0.0097629009762901	0.0025696764	2.7802e-06	NA	0.0347944791	0.0285104788	1587	1386	1386	1380	1380	1434	5	0.0194805194805195	0	0	0.00306319048	0.00345456805714286	0.00700246946315789	0.0416267877416667	0.0206269993289474	0.0128874076097222	0.0012825873	0.0023854445	0.0019104293	0.0260124444	0.007176485	0.0059683373
DEPDC7	0.0233709598480663	0.0074432601	0.0252295022220994	0.0086494023	0.0244286840031521	0.00630417651694247	0	0.00551615445232467	0.0126382306477093	0.0013685941	0.0013635387	0.0006618075	0.0514905063	0.028538265	1533	1269	1269	1269	1269	1266	11	0.016548463356974	0	0	0.0022111551	0.0023105867	0.0210984782078947	0.0428797356458333	0.0278241670894737	0.0132110807847222	0.0013061194	0.0013069504	0.001847299	0.0334321089	0.0085159232	0.005460045
DEPTOR	0.0244757315156425	0.0072520278	0.0129327925089385	0.0032394995	0.024514811031665	0.0112359550561798	0.00408580183861083	0.0102145045965271	0.0102145045965271	0.0010051045	0.0015580136	NA	0.0271940911	0.0270527527	1218	979	979	979	979	979	8	0.0183861082737487	0	0	0.00372341766	0.00483506757142857	0.00776966062647059	0.0510805722772727	0.0249378407416667	0.0156656755716216	0.0016727489	0.0017125043	0.0027814215	0.0262782162	0.0087776578	0.0061558141
DERA	0.0203465726351955	0.0077603744	0.0120104920608939	0.0045154804	0.0278372591006424	0.00856531049250535	0.00214132762312634	0.00345224395857307	0.00435729847494553	0.0022273919	0.0011400731	0.0083543589	0.0507709693	0.035038708	927	934	934	869	869	918	12	0.0182012847965739	0	0	0.00275771124285714	0.00403587453333333	0.00854130840526316	0.0448770173272727	0.0217079310684211	0.0186245158125	0.00216322	0.0021614629	0.0031882626	0.032702093	0.0091956835	0.0080024125
DERL2	0.0177921248957219	0.0046413616	0.00590001842620321	2.0235e-06	0.0190217391304348	0.00815217391304348	0.00407608695652174	0	0.0087463556851312	0.0032615718	0.0013978564	2.104e-06	0.0198641599	0.0360480981	717	736	736	521	521	686	17	0.0122282608695652	0	0	0.00307524514285714	0.00301307742222222	0.005924813035	0.0932897994416667	0.02585238818875	0.0271369836027027	0.001396818	0.0028097647	0.0014310419	0.008810525	0.0039932618	0.0051326518
DESI1	0.0111733274459893	0.0040713658	0.0055211464197861	2.4515e-06	0.00615384615384615	0	0	0.00307692307692308	0.00688073394495413	2.3985e-06	0.0025371927	0.0020493498	0.0085335465	0.0084007268	504	325	325	414	325	436	22	0.00615384615384615	0	0	0.0012031555	0.00147812294444444	0.004622344025	0.0206674403416667	0.0106966155179487	0.00959374209736842	2.6514e-06	2.9354e-06	0.0019639792	0.0124696226	0.0037948637	0.0040352027
DESI2	0.0179027835507937	0.0062064912	0.0125578308613757	2.6757e-06	0.00323624595469256	0.00323624595469256	0.00323624595469256	0.00647249190938511	0	0	0	0.0341674895	0.0194412253	0.0179404897	543	309	309	528	309	309	1	0.00323624595469256	0	0	0.00519322222857143	0.00440906047777778	0.0063832187675	0.0183608731541667	0.01240023984375	0.0169508253881579	2.3517e-06	2.3503e-06	0.0018690301	0.0129773555	0.0044572252	0.0058929869
DET1	0.0164797417492063	0.0076949423	0.00312627276931217	2.0858e-06	0.0300802139037433	0.00267379679144385	0.00133689839572193	0.0087719298245614	0.00475220638153428	0.0012145167	0.000606321	0.0030511346	0.0331338648	0.0378318847	1650	1496	1496	1473	1710	1473	15	0.017379679144385	0	0	0.00165194817142857	0.00247324411111111	0.0057751277575	0.0352197390625	0.016685689355	0.0176953971868421	0.0006070509	0.0012132588	0.0012976478	0.0239704816	0.0075819894	0.005979479
DGAT2	0.0175826652697297	0.0069218836	0.00987603295135135	0.003761877	0.0348953140578265	0.00299102691924227	0.000997008973080758	0.00561167227833894	0.00545851528384279	0.0009584147	0.0009362458	0.0009436278	0.0257809033	0.0217081615	1083	1003	1003	891	891	916	11	0.0209371884346959	0	0	0.00252398905714286	0.00259222818888889	0.0073850120675	0.0279554580833333	0.01630087808875	0.0148795219810811	0.0009258234	0.0009265145	0.0018360677	0.0211050085	0.0065132749	0.0060037385
DGAT2L6	0.0257137738378531	0.0091174573	0.039998952938983	0.0165612284	0.0258397932816537	0.00258397932816537	0.00258397932816537	0.00635593220338983	0.00516795865633075	0.001004726	0.0040105922	0.0020055927	0.0539766081	0.0311526518	1008	774	774	774	944	774	X	0.0180878552971576	0	0	0.00386510277142857	0.00434563028888889	0.013221031315	0.04850700315	0.02585626466	0.02018492441	0.0019892293	0.0019900186	0.0039743222	0.0321442679	0.0088892277	0.00898796
DGKA	0.0180730747857923	0.0049965355	0.0213688559491803	0.0060362233	0.0149827122550903	0.00345754898194391	0.000768344218209758	0.00466635557629491	0.00499545867393279	0.0024282117	0.0004492052	0.0013729717	0.04231722	0.0326095091	2202	2603	2603	2280	2143	2202	12	0.00806761429120246	0	0	0.0012359265	0.00187550975555556	0.007200138005	0.0386336423272727	0.0190824202205128	0.0135006578157895	0.0007958614	0.0007961661	0.0013580128	0.0274656578	0.0067660217	0.0035245354
DGKE	0.0182673211535912	0.0073741881	0.0169077595685083	0.0058749694	0.0220492866407263	0.00648508430609598	0.00389105058365759	0.0104956268221574	0.00910865322055953	0.0012217006	0.0012353666	0.0027260797	0.028149831	0.0241138773	1692	1542	1542	1588	1715	1537	17	0.012970168612192	0	0	0.0031138906	0.00283377844444444	0.00548289895	0.0315290209454545	0.0162120704763158	0.0151300993416667	0.0011849993	0.0026182029	0.0018624933	0.0288199763	0.0067474075	0.0050324357
DGKG	0.0210063814972067	0.0074224837	0.0318574713541899	0.0095174564	0.0334763948497854	0.0103004291845494	0.00300429184549356	0.00730240549828179	0.00589034888989579	0.00168991	0.0012611724	0.0038362508	0.0252345261	0.0311428471	2373	2330	2330	2210	2328	2207	3	0.0206008583690987	0	0	0.00327633597142857	0.00349199252222222	0.0087590612625	0.0327157528916667	0.0188352278820513	0.0139630857128571	0.0012663575	0.0016892278	0.0025394458	0.023005625	0.0091087567	0.0053961605
DGKH	0.0195096657973262	0.006698836	0.0154235035550802	0.0044011231	0.0207995678011885	0.00837385197190708	0.00297136682874122	0.00783216783216783	0.00280112044817927	0.00217504	0.0018619679	0.0015506089	0.0372022299	0.0197720706	3246	3702	3702	3687	3575	3213	13	0.0126958400864398	0	0	0.00245463891428571	0.00292355086666667	0.00903796497	0.0355382258041667	0.01993243945	0.0146706276381579	0.0015447367	0.0018529795	0.0023841754	0.0289258766	0.0074871956	0.0050667542
DGKI	0.0149569145431953	0.0054748398	0.00501454832781065	0.0014737709	0.022992125984252	0.00850393700787402	0.0015748031496063	0.00564468211527035	0.0045391061452514	0.0011345615	2.063e-06	0.001928683	0.0208045297	0.0213541591	2769	3175	3175	3214	3366	2864	7	0.0141732283464567	0	0	0.0013416973	0.00181855655555556	0.004832553325	0.0243376340590909	0.0115595294040541	0.0124282728125	0.00089879	0.0007461429	0.0015072963	0.0186956327	0.0047886836	0.0049723225
DGUOK	0.025409877373224	0.009402356	0.0358676342311475	0.0150229661	0.0272835112692764	0.0118623962040332	0.00118623962040332	0.00816802800466744	0.0133779264214047	2.7605e-06	2.4199e-06	0.0036217104	0.0556151822	0.02470546	831	843	843	665	857	897	2	0.0154211150652432	0	0	0.00191823382857143	0.00202206038888889	0.00860036846	0.0437652719818182	0.0211494064230769	0.0183415093675676	2.1751e-06	0.0012425874	0.0024157329	0.0266879408	0.0096236538	0.0069003239
DHCR24	0.017403358073224	0.0072345607	0.0142484774502732	0.0043109301	0.0279761904761905	0.00773809523809524	0.00178571428571429	0.00771869639794168	0.00342465753424658	0.0030884297	0.0007766421	0.0042282991	0.0272831826	0.0290589274	1548	1680	1680	1166	1166	1460	1	0.018452380952381	0	0	0.00244002416	0.00472596238571429	0.00978643604473684	0.0337382213	0.0205221100355263	0.0150489509447368	0.0032970039	0.0026859301	0.0032956016	0.0234398751	0.0092770782	0.0058534763
DHODH	0.0228174282218579	0.0093876975	0.0168962849459016	0.0083474653	0.0420875420875421	0.00841750841750842	0.00252525252525253	0.00629496402877698	0.00809352517985612	0.0051743747	0.0017110869	0.0051572152	0.0411670239	0.0527488229	1185	1188	1188	1155	1112	1112	16	0.0235690235690236	0	0	0.00402519142857143	0.00407395331111111	0.01206194371	0.0378133074	0.022901049335	0.0182962726902778	0.0016910786	0.0042663382	0.0035596572	0.0287713898	0.0100965288	0.0069144177
DHRS1	0.027356810486631	0.0108473989	0.0400344915657754	0.0187541756	0.0313630880579011	0.0108564535585042	0	0.00484261501210654	0.0121359223300971	0.0043353866	0.0043453538	0.0010758441	0.0346916681	0.0505627171	939	829	829	829	826	824	14	0.0132689987937274	0	0	0.0033725472	0.00393877111111111	0.0111115907475	0.0448381209708333	0.0281792398025	0.0238075586157895	0.0032263559	0.0042782699	0.0032332619	0.033132459	0.0094927851	0.0099355502
DHRS3	0.0154683402794595	0.0063428945	0.00526705554810811	2.787e-06	0.0362537764350453	0.00906344410876133	0.00151057401812689	0.0055005500550055	0.0111287758346582	0.0021710444	2.6311e-06	0.0021753192	0.0231911561	0.0192476943	906	662	662	629	909	629	1	0.0196374622356495	0.00151057401812689	1	0.0033644025	0.00318579541111111	0.0071085595625	0.0263059552166667	0.01651863399125	0.0148758044291667	2.0777e-06	0.0015516677	0.0021513536	0.022719766	0.005976926	0.0060892334
DHRS7	0.0304317942560847	0.0097381122	0.0493141240068783	0.0194349482	0.0236920039486673	0.00592300098716683	0.000987166831194472	0.00357568533969011	0.00476758045292014	2.9423e-06	0.0009847448	2.9423e-06	0.0868714849	0.0393641618	1017	1013	1013	846	839	839	14	0.00987166831194472	0.000987166831194472	1	0.00212151282857143	0.00233467786666667	0.0102033027325	0.0718620213583333	0.0335038562	0.0212868020697368	2.6514e-06	0.0009835475	0.0029897885	0.0479794465	0.0136234754	0.007724741
DHRS7C	0.0241976480825397	0.0106821098	0.0199774214820106	0.0078030745	0.0387673956262425	0.0099403578528827	0.00497017892644135	0.00605449041372351	0.015015015015015	0.0021525045	2.4591e-06	2.037e-06	0.0270307957	0.0334439414	933	1006	1006	1006	991	999	17	0.0208747514910537	0	0	0.00231200354285714	0.00309911375555556	0.0101303921075	0.0374721855958333	0.022398758375	0.0197164012210526	0.0010725779	0.002147392	0.0033126929	0.0303266227	0.0101544009	0.0100924459
DHRS9	0.0223862222164021	0.0084977231	0.0258719303148148	0.0114455276	0.0343473994111874	0.0117762512266928	0.00294406280667321	0.0113350125944584	0.00754716981132075	0.0010545005	0.0031755022	0.0021106668	0.0342758344	0.0305832385	957	1019	1019	795	794	795	2	0.0196270853778214	0	0	0.0021031906	0.00245515942222222	0.0093932258125	0.0385181180208333	0.02204456953875	0.0179499419368421	0.0010456607	0.0020731709	0.0033969424	0.0281356492	0.0075609363	0.0075884429
