mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event
CISH	0.0263554680650794	0.0100730285	0.0190624322518519	0.0051880901	0.0407239819004525	0.00452488687782805	0.00452488687782805	0	0	2.4349e-06	0.0026986845	0.0054381905	0.0385062245	0.0385614504	747	221	221	221	221	221	3	0.0226244343891403	0	0
CIT	0.0159010746896175	0.0063169749	0.00635207369180328	0.0030772448	0.0255758538522637	0.00714853057982526	0.00254169976171565	0.00648548486720198	0.00595429674927583	0.0023149494	NA	0.003525379	0.0390697771	0.0257040934	6204	6295	6295	6244	6476	6214	12	0.0149324861000794	0.000158856235107228	1
CKAP5	0.0135593831027322	0.0051287511	0.00865597282677596	0.0035549583	0.0180399804973184	0.00341296928327645	0.00162522346822688	0.00291945732440323	0.00479735318444996	0.0007391485	0.0003304486	0.0026916231	0.0215413539	0.0233695432	6090	6153	6153	5799	5823	6045	11	0.0110515195839428	0	0
CKMT2	0.019802135615508	0.0079144207	0.0102646135064171	0.0040916022	0.0332764505119454	0.0136518771331058	0.00511945392491468	0.00603448275862069	0.00862068965517241	0.0031346029	2.1821e-06	0.0038538897	0.0194439381	0.0291297161	1257	1172	1172	1160	1160	1160	5	0.0238907849829352	0	0
CLASP1	0.0159503493898396	0.0062375924	0.00473402774117647	0.0018825828	0.0197865718096932	0.00666963094708759	0.00177856825255669	0.00239808153477218	0.00580875781948168	0.0010639537	0.0002217958	0.0015502296	0.0188532005	0.0228522475	4497	4498	4498	4473	4587	4476	2	0.0120053357047577	0	0
CLASP2	0.0166505737925926	0.0047196835	0.00893185248571429	0.0027676066	0.0177692143010062	0.00363947762791693	0.00128452151573539	0.00410865099292399	0.00591043418958854	0.0017087695	0.0009725854	0.0010625161	0.030535073	0.0182668143	4314	4671	4671	4359	4381	4399	3	0.0115606936416185	0	0
CLCA1	0.036351919992	0.0134416204	0.0594993275234286	0.0257175614	0.0301232314011867	0.0132359653126426	0.00638977635782748	0.0138422818791946	0.00958466453674121	0.0027581561	0.0031362419	0.0055484105	0.0444598353	0.042559694	2670	2191	2191	2191	2384	2191	1	0.0182565038795071	0	0
CLCA2	0.0307630217620321	0.0099542687	0.0431300963208556	0.0140929982	0.0324925181701582	0.013253527148354	0.00555793073963232	0.0272025984571661	0.011802088061734	0.0035789492	0.0003553261	0.0031920766	0.1191932308	0.0343625929	2829	2339	2339	2203	2463	2203	1	0.0188114578879863	0	0
CLCC1	0.030550308368984	0.0107913021	0.0420810102283422	0.0173477812	0.0293772032902468	0.0117508813160987	0.00470035252643948	0.003584229390681	0.0065359477124183	0.003095256	0.0012317353	0.0049578841	0.0728709777	0.0453903801	1641	1702	1702	1702	1674	1683	1	0.0164512338425382	0.000587544065804935	1
CLCN1	0.025264079484492	0.0099716466	0.0245433179716578	0.0105297995	0.0338471849865952	0.00636729222520107	0.00301608579088472	0.00437898089171975	0.00625	0.0030284706	0.0003360992	0.0033356115	0.0195274219	0.0432061026	2964	2984	2984	2857	2512	2400	7	0.0187667560321716	0	0
CLCN3	0.0148137210862434	0.0052222513	0.00355135170687831	0.0017634402	0.0146460537021969	0.0048820179007323	0.0016273393002441	0.0032546786004882	0.00284784377542718	0.0012027115	0.0004001812	0.0024230435	0.0167345914	0.0182414365	2598	2458	2458	2458	2458	2458	4	0.0109845402766477	0	0
CLCN4	0.0216240027027933	0.009305428	0.0029045140877095	0.0017169322	0.0181570585565138	0.00453926463912846	0.000453926463912846	0.00146484375	0.00953245574216977	0.0015639959	0.0004960415	0.0020706388	0.041078896	0.0349175175	2280	2203	2203	2203	2048	2203	X	0.00953245574216977	0	0
CLCN5	0.0124409809303867	0.0045507037	0.00670850859392265	0.002166079	0.0119686339248865	0.00288898060255881	0.00206355757325629	0.00489995916700694	0.00374843815077051	0.0008251473	0.0005262756	0.0022068212	0.0247545713	0.0298336273	2427	2423	2423	2423	2449	2401	X	0.0070160957490714	0	0
CLCN6	0.0190987237743316	0.0067686942	0.00836496494759358	0.0033004753	0.0291026677445432	0.00970088924818108	0.00161681487469685	0.0049079754601227	0.0122699386503067	0.0022933212	0.0011494169	0.0027130316	0.0233832415	0.0274474026	2610	2474	2474	2384	2445	2445	1	0.0198059822150364	0	0
CLDN1	0.0168672118449198	0.0063743921	0.0113937321550802	0.0054725707	0.04	0.012	0.008	0.016	0.0055452865064695	0.0031314551	2.2679e-06	0.001586669	0.0139608088	0.0324009466	633	250	250	250	250	541	3	0.024	0	0
CLDN10	0.0144311881713514	0.0055518293	0.00857127509405405	0.004094622	0.0199667221297837	0.00332778702163062	0	0.0065359477124183	0.00158730158730159	0.0044974103	0.0019563418	0.0006930389	0.0334073041	0.042042329	690	601	601	726	612	630	13	0.0116472545757072	0	0
CLDN11	0.0172111657967568	0.0066446728	0.00377630418810811	2.3534e-06	0.0169491525423729	0.00154083204930663	0.00462249614791988	0.00606060606060606	0.0242424242424242	0.0016266751	2.33e-06	0.0050111618	0.0261572971	0.0374033156	621	649	649	165	165	165	3	0.0138674884437596	0	0
CLDN16	0.0219251235650794	0.008860751	0.0211674461846561	0.0104346173	0.029082774049217	0.0123042505592841	0.00671140939597315	0.0130434782608696	0.00869565217391304	0.00287609	3.0477e-06	0.0043236148	0.0253639434	0.028711057	705	894	894	460	460	460	3	0.0178970917225951	0	0
CLDN18	0.0261811746101604	0.0117619059	0.0261969696294118	0.0123267733	0.0288461538461538	0.0144230769230769	0.00641025641025641	0.0145560407569141	0.00589101620029455	0.0012839492	0.0108761296	0.0038620762	0.0338394632	0.0342187594	783	624	624	949	687	679	3	0.0192307692307692	0	0
CLDND1	0.0178367577101604	0.0045075891	0.0193364705459893	0.0067701538	0.0128504672897196	0.00700934579439252	0.00467289719626168	0.00819672131147541	0.00983606557377049	0.0013344981	1.8127e-06	1.8127e-06	0.0977567399	0.0387394749	759	856	856	610	610	610	3	0.00934579439252336	0	0
CLEC16A	0.0224312254362162	0.0100533147	0.0206766703481081	0.0096107005	0.0280528052805281	0.00858085808580858	0.00198019801980198	0.00294442399705558	0.00693298118190822	0.0022672824	2.3519e-06	0.0028231965	0.0205485064	0.0384447129	3144	3030	3030	3319	2717	3029	16	0.0135313531353135	0	0
CLEC3A	0.0186797723491979	0.0098070435	0.0162897435096257	0.0087823625	0.0533175355450237	0.023696682464455	0.00947867298578199	0	0.0119047619047619	0.0034579714	2.4883e-06	2.4352e-06	0.0442763214	0.0160968694	588	844	844	339	84	84	16	0.023696682464455	0	0
CLGN	0.0228989402362162	0.0082728589	0.0252814737394595	0.0109603463	0.0249858035207269	0.0107893242475866	0.00397501419647927	0.00453514739229025	0.00446927374301676	0.0028274746	0.0005989289	0.0062252947	0.0424487187	0.0226702925	1830	1761	1761	1761	1764	1790	4	0.0141964792731403	0	0
CLHC1	0.0242249714131148	0.0083093084	0.0391461118874317	0.0129720774	0.0370125578321216	0.00594844679444812	0.00727032385988103	0.00845070422535211	0.00713860797144557	0.0039960334	3.0952e-06	NA	0.035028119	0.0352228356	1758	1513	1513	1476	1420	1681	2	0.0224719101123595	0	0
CLIC4	0.0131447929132597	0.0035498389	0.0018333580878453	2.0683e-06	0.00761904761904762	0.0114285714285714	0.00380952380952381	0.00761904761904762	0.00761904761904762	2.2239e-06	2.2239e-06	2.2239e-06	0.0441108764	0.0076210933	687	525	525	525	525	525	1	0.00761904761904762	0	0
CLIC5	0.0222106803540107	0.0088737883	0.017572900740107	0.0093666219	0.0450331125827815	0.0185430463576159	0.00463576158940397	0.0171503957783641	0.0187873612297182	0.0014900258	0.0014552183	0.0059580972	0.0325591619	0.0397459545	708	1510	1510	1206	1516	1171	6	0.0225165562913907	0	0
CLINT1	0.011386798468984	0.0035489742	0.00903778854438503	0.0036301595	0.0165374677002584	0.00878552971576227	0.00155038759689922	0.00520156046814044	0.00712435233160622	0.0010519939	0.0015754005	NA	0.0338137543	0.017883693	1929	1935	1935	1544	1538	1544	5	0.00878552971576227	0	0
CLIP1	0.0230585552860963	0.0086474198	0.0206805382486631	0.0076862305	0.0202090592334495	0.00673635307781649	0.00301974448315912	0.00892999521607399	0.00685368186165126	0.0029502371	0.0009654714	0.003721559	0.0424205034	0.0338281615	3246	4305	4305	4006	6271	6274	12	0.0118466898954704	0	0
CLIP4	0.0257961667331551	0.0099529451	0.0216472659459893	0.0081199777	0.0284039675383228	0.00946798917944094	0.00495942290351668	0.0118924508790072	0.00847079803834151	0.0029719957	2.6725e-06	0.0029634337	0.0521902145	0.053303468	2112	2218	2218	1866	1934	2243	2	0.0135256988277728	0.000450856627592426	1
CLK1	0.0163544435834225	0.0051347875	0.0128217184775401	0.0050512024	0.0225385527876631	0.00533807829181495	0.00237247924080664	0.00458715596330275	0.007627765064836	0.0006919131	2.3615e-06	0.002816415	0.0228178127	0.0172425466	1452	1686	1686	1311	1308	1311	2	0.0142348754448399	0	0
CLK2	0.012483675747027	0.0042288337	0.00394640478702703	2.9542e-06	0.0221066319895969	0.00260078023407022	0	0	0.00531511009870919	0.0006713827	2.9442e-06	0.0013413619	0.0221550673	0.0246216825	1500	1538	1538	1317	1314	1317	1	0.0169050715214564	0	0
CLK3	0.0138512814219251	0.0044147684	0.0041557401368984	2.7711e-06	0.0193434935521688	0.00468933177022274	0.00117233294255569	0.00212464589235127	0.00385802469135802	0.0015507531	0.0006503612	0.0020113235	0.0088808286	0.0210884483	1470	1706	1706	1338	1412	1296	15	0.0117233294255569	0	0
CLK4	0.0109822706074866	0.0038925389	0.00934720589090909	0.0045601599	0.0209643605870021	0.0076869322152341	0.00209643605870021	0.00489168413696716	0.00229885057471264	0.0015708351	2.1069e-06	0.0049093895	0.0226541047	0.0170578036	1281	1431	1431	1305	1431	1305	5	0.0139762403913347	0	0
CLMN	0.0441181190712707	0.0160589589	0.0509047532259669	0.0215380822	0.0346292061417837	0.0114341718392682	0.00588043123162365	0.00826161790017212	0.0226638772663877	0.0013922375	0.0022425168	0.0073862727	0.0411078766	0.0698885459	2937	3061	3061	2855	2905	2868	14	0.0215615811826201	0	0
CLMP	0.0188597523220339	0.0070013719	0.0146883996632768	0.0047413837	0.0225631768953069	0.00541516245487365	0.00270758122743682	0.00439077936333699	0.00576368876080692	3.4128e-06	3.4128e-06	0.0036641127	0.021577683	0.024104957	1092	1108	1108	793	911	1041	11	0.0135379061371841	0	0
CLN5	0.0187747719011299	0.0056458948	0.0267673472045198	0.0105204204	0.0255474452554745	0.0072992700729927	0.0072992700729927	0.00255102040816327	0.0135363790186125	0.0033633635	0.0011085713	0.0022611041	0.0545446919	0.0403129569	900	548	548	740	392	591	13	0.0109489051094891	0	0
CLNK	0.0409086916773006	0.0174384184	0.0534531364662577	0.0218341487	0.0432780847145488	0.0110497237569061	0.00828729281767956	0.0117117117117117	0.0120259019426457	0.0048263631	3.6073e-06	0.0096821852	0.0552682579	0.0563614506	1278	1086	1086	1086	1110	1081	4	0.0239410681399632	0	0
CLOCK	0.0152728066417989	0.005133577	0.0104465665137566	0.003751162	0.0190146931719965	0.00259291270527226	0.00129645635263613	0.00213583938487826	0.00517911091929219	0.001244891	0.0008306591	0.0008741988	0.0167791682	0.0195437705	2523	2314	2314	2314	2341	2317	4	0.0129645635263613	0	0
CLPB	0.0185501440782123	0.0074872339	0.0141831702530726	0.0059488637	0.0359801488833747	0.00496277915632754	0.0033085194375517	0.00746640119462419	0.00946215139442231	0.0009989448	0.000504289	0.0050603117	0.0245004551	0.0308863522	2031	2418	2418	2416	2009	2008	11	0.0198511166253102	0	0
CLPTM1	0.0154993325590164	0.0072743991	0.0109174334693989	0.0036718678	0.0304948216340621	0.00517836593785961	0.0046029919447641	0.0017162471395881	0.00726832222895215	0.0015029298	2.1081e-06	0.003015352	0.0187730062	0.0292760028	1977	1738	1738	1651	1748	1651	19	0.0138089758342923	0	0
CLPX	0.0113270770237569	0.0040168692	0.0050360961121547	0.0020219724	0.0146978769733261	0.00272182906913446	0.00108873162765378	0.0069164265129683	0.0023094688221709	0.0010897078	0.0005433188	NA	0.0372187346	0.0115056547	1899	1837	1837	1732	1735	1732	15	0.00707675557974959	0	0
CLRN2	0.024866272587027	0.0101074477	0.0200497280216216	0.0109226497	0.0413122721749696	0.0133657351154313	0.00486026731470231	0.0141987829614604	0.0166666666666667	0.0043226861	0.0014156179	0.0073911376	0.0268484321	0.0301962402	696	823	823	823	493	180	4	0.0194410692588092	0	0
CLSPN	0.0220896926	0.0079945392	0.0277508529888889	0.0117842948	0.025997425997426	0.00720720720720721	0.0018018018018018	0.0102448775612194	0.00875160875160875	0.0012899657	0.0008016237	0.0025911136	0.0451400393	0.0409919433	3954	3885	3885	3885	4002	3885	1	0.0157014157014157	0	0
CLSTN2	0.0273088947536313	0.0106414146	0.014335490227933	0.0062613217	0.0351837372947615	0.0113369820172009	0.00938232994526974	0.00697247706422018	0.0117279124315872	0.007149495	0.0013887956	0.0082870842	0.0312869042	0.0257752281	2742	2558	2558	2558	2725	2558	3	0.0168100078186083	0	0
CLSTN3	0.01918042014	0.0073586783	0.0110459408021622	0.003977353	0.0291060291060291	0.00727650727650728	0.00415800415800416	0.00450112528132033	0.0086174597227426	0.0021914838	0.0036930593	0.0035318989	0.0223757908	0.0352340026	2871	2886	2886	2666	2666	2669	12	0.0176715176715177	0	0
CLTA	0.0111557522195767	0.0039214942	0.00537686343280423	2.3244e-06	0.02	0.00769230769230769	0	0.00558659217877095	0.00837988826815642	0.0013847045	0.0028109686	2.3445e-06	0.0260835599	0.0073439332	732	650	650	358	358	358	9	0.0153846153846154	0	0
CLTC	0.0102962181286486	0.0036119854	0.000352435729189189	0	0.00841852074564041	0.00240529164161155	0.000601322910402886	0.00184350675952478	0.00266284309709136	0.0014237722	0.0004076124	0.0004103388	0.0174598586	0.0151058593	5025	4989	4989	4894	4882	4882	17	0.00601322910402886	0	0
CLUAP1	0.0206483792048649	0.0069140885	0.0126977810989189	0.0056759704	0.0327102803738318	0.011214953271028	0.00467289719626168	0.00226757369614512	0.0062111801242236	0.0008361963	1.7263e-06	0.0012786165	0.0408600068	0.0285792724	1239	1070	1070	1070	1323	1127	16	0.0158878504672897	0.000934579439252336	1
CLVS1	0.0137444597049724	0.0053530087	0.00759635349834254	0.0041849255	0.0240137221269297	0.00600343053173242	0.00171526586620926	0.0116448326055313	0.00782608695652174	0.0009416282	0.0009386641	0.0018730904	0.0406628436	0.0211473932	1062	1166	1166	1128	1374	1150	8	0.0120068610634648	0	0
CLVS2	0.0142453992888889	0.0051778117	0.00270081463968254	2.0039e-06	0.0256410256410256	0.00394477317554241	0.0019723865877712	0.00880626223091976	0.00394477317554241	0.001018291	2.964e-06	2.964e-06	0.02412047	0.0245725977	981	507	507	507	1022	507	6	0.0177514792899408	0.0019723865877712	1
CLYBL	0.0218894072160221	0.0077377587	0.0278291106823204	0.0102170815	0.0343839541547278	0.00859598853868195	0.00191021967526266	0.00346820809248555	0.00710659898477157	0.0021543498	NA	0.0036443248	0.0355201303	0.0397326038	957	1047	1047	985	865	985	13	0.0191021967526266	0	0
CMAS	0.0136542711546961	0.0041841241	0.00612798216353591	0.0027192426	0.0155355682747343	0.00327064595257563	0.000817661488143908	0.00251046025104603	0.00221565731166913	0.0008084422	0.0008076856	0.003256014	0.0180739339	0.0098632094	1302	1223	1223	854	1195	1354	12	0.0106295993458708	0	0
CMPK1	0.0110975552050847	0.0045614041	0.0080775150960452	0.0029907035	0.026685393258427	0.00702247191011236	0.00561797752808989	0.00421940928270042	0.0029673590504451	2.1377e-06	0.0016940656	0.0147103132	0.0147356199	0.0117858155	588	712	712	474	474	674	1	0.0168539325842697	0	0
CMSS1	0.0196148571081081	0.0075973169	0.0250461491783784	0.0095859612	0.0241286863270777	0.0107238605898123	0.00268096514745308	0.0043731778425656	0.0115606936416185	0.0041170617	0.0027053352	0.0027478919	0.0323420674	0.027740123	771	746	746	692	686	692	3	0.0134048257372654	0	0
CMTM6	0.0425396690430168	0.0164392914	0.0642823655357542	0.0241921189	0.0217391304347826	0.0144927536231884	0.0036231884057971	0.00223713646532438	0	0.0012295601	0.0021644637	0.0018752465	0.0450597218	0.0888630913	546	276	276	276	447	276	3	0.0108695652173913	0	0
CMTM8	0.0188337713551515	0.0080981955	0.0114178841757576	2.8745e-06	0.0481099656357388	0.0206185567010309	0.00343642611683849	0.00343642611683849	0.00687285223367698	0.0019313274	2.6401e-06	0.0059778792	0.0313360686	0.0133222623	519	291	291	532	291	291	3	0.0274914089347079	0	0
CMTR1	0.0163304924342541	0.0062693077	0.0125807751110497	0.0034473255	0.0159462861938733	0.00335711288292069	0.00167855644146034	0	0.00416840350145894	0.00101153	2.1727e-06	NA	0.0281537967	0.0259540315	2505	2383	2383	2381	2377	2399	6	0.00881242131766681	0.000419639110365086	1
CMYA5	0.0351802353048485	0.0132793803	0.0512844467684848	0.0216924114	0.0341659009272408	0.0138668448751149	0.00634867596692006	0.0188465887674331	0.0111879750619182	0.003034816	0.0010664152	0.0047427194	0.0595964355	0.0522514721	11928	11971	11971	11791	10612	11709	5	0.0176259293292123	8.35352100910534e-05	1
CNBD2	0.0367315550226519	0.0131520503	0.0555639382651934	0.0230540169	0.0381062355658199	0.00635103926096998	0.00404157043879908	0.0056980056980057	0.00985988583290088	0.0061664768	0.0006045785	0.0031598269	0.0752693935	0.050552489	1701	1732	1732	2165	2106	1927	20	0.0196304849884527	0	0
CNGA2	0.0187581898624339	0.0078059269	0.0158876066391534	0.0073734899	0.0321543408360129	0.0112540192926045	0.00482315112540193	0.00485436893203883	0.0067911714770798	0.0030655027	0.0005057704	0.0010161396	0.0184247163	0.0328365507	1992	622	622	615	618	589	X	0.0144694533762058	0	0
CNGA4	0.0222234261176471	0.009841998	0.0169513863326203	0.0106600565	0.0385527876631079	0.0148279952550415	0.00533807829181495	0.0190871369294606	0.0132780082987552	0.0029018216	0.001154665	0.0011566261	0.0249389033	0.0431819544	1725	1686	1686	1734	1205	1205	11	0.0201660735468565	0	0
CNGB3	0.0307396016798883	0.0120802155	0.0452225138832402	0.0172522776	0.0348675034867503	0.0116225011622501	0.00650860065086007	0.00762195121951219	0.00635497049477985	0.0063345429	0.0004396434	0.0074485873	0.0480888753	0.0343778737	2304	2151	2151	2151	1968	2203	8	0.0195258019525802	0	0
CNKSR2	0.0183824908202186	0.0035281874	0.0104743332803279	0.0011141551	0.00884955752212389	0.00176991150442478	0.000353982300884956	0.00319262149698475	0.00193236714975845	0.0019394247	2.4174e-06	0.0016259587	0.018080897	0.0160774067	3102	2825	2825	2825	2819	3105	X	0.00566371681415929	0	0
CNKSR3	0.0298315069703911	0.0124500881	0.0167429530011173	0.0076513625	0.0258162490508732	0.0144267274107821	0.00683371298405467	0.00835231586940015	0.00900277008310249	0.0042821533	0.0029034563	0.0047208983	0.0469459442	0.0529858272	1665	1317	1317	1317	1317	1444	6	0.0136674259681093	0	0
CNNM4	0.0235469035846626	0.0087145066	0.0227073445699386	0.0070877203	0.0197486535008977	0.0040394973070018	0.00134649910233393	0.003613369467028	0.00352112676056338	0.0009359473	0.0023435519	0.0014277231	0.032406748	0.0269995085	2181	2228	2228	2361	2214	2272	2	0.0121184919210054	0	0
CNOT1	0.00879576845080214	0.0035346647	0.000660334878074866	2.7616e-06	0.0133351663458895	0.00398680230959582	0.00123728347539181	0.00328290037111048	0.00258992805755396	0.0007915372	0.0002831947	0.0022691578	0.0209871932	0.0131186564	7128	7274	7274	6950	7006	6950	16	0.00866098432774265	0	0
CNOT10	0.0163501082578378	0.0054353352	0.00557599562108108	0.0017577831	0.0170906200317965	0.00437201907790143	0.0019872813990461	0.00715883668903803	0.0038560411311054	2.943e-06	2.943e-06	0.0014287933	0.02933969	0.0258631164	2208	2516	2516	2345	2235	2334	3	0.0103338632750397	0	0
